MRP_WHS_GRP,WS_CD,JOC_CD,VENDOR_CD,VENDOR_DESC,DISB_CHARGE_CD,ITEM_NO,ITEM_DESC,WHS_CD,STD_PACK,PLAN_LOT_SIZE,USAGE_QTY,PLAN_LOT_USAGE_QTY,SUPPLY_QTY,OPEN_QTY,PARENT_ITEM_DESC,START_ECN_ACCUM_QTY,END_ECN_ACCUM_QTY
BTV,FGL12,24338002,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472440601,"ACC, POUCH",RC1S1,1,16,1,16,0,16,SV-41439(E51)/KD-85X81BL/AF1,1,16
BTV,FGL12,24338002,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,503442401,TRAY (4L TGR),RC1S1,1,16,1,16,0,16,SV-41439(E51)/KD-85X81BL/AF1,1,16
BTV,FGL12,24308002,080012,AUREUMAEX PRECISION PLASTICS M,INJIT,504040601,REAR COVER (4L HRS) A,RC1S1,1,610,1,610,60,550,SV-41109(VN3)/KD-85X80L/IA2,1,610
BTV,FGL12,24308002,507800,SONY CORPORATION,INJITIOP,A5061773A,SPRO MODULE DQG0854SHWAM,RC1S1,1,610,1,610,0,610,SV-41109(VN3)/KD-85X80L/IA2,1,610
BTV,FGL12,24308002,080140,TOKOPAK SDN BHD,OUTJIT,504959602,"CUSHION, LOWER LR (4L TGR)",RC1S1,1,610,1,610,0,610,SV-41109(VN3)/KD-85X80L/IA2,1,610
BTV,FGL12,24308002,080140,TOKOPAK SDN BHD,OUTJIT,504959901,"CUSHION, UPPER R (4L TGR)",RC1S1,1,610,1,610,0,610,SV-41109(VN3)/KD-85X80L/IA2,1,610
BTV,FGL12,24308002,108035,AUO CORPORATION_SCM RM,ITCOCELL,101717112,LIQUID CRYSTAL ELEMENT(A85QVN),RCGS1,1,610,1,610,0,610,SV-41109(VN3)/KD-85X80L/IA2,1,610
BTV,FGL12,24307002,507800,SONY CORPORATION,INJITIOP,A5061773A,SPRO MODULE DQG0854SHWAM,RC1S1,1,83,1,83,0,83,SV-41109(VN3)/KD-85X80L/MY1,1,83
BTV,FGL12,24302003,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,503499323,BACK CHASSIS ASSY (4L HRS),RC1S1,1,60,1,60,0,60,SV-41109(VN3)/KD-85X80L/TH8,1,60
BTV,FGL12,24302003,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,503737621,BEZEL BT ASSY(4L HRS),RC1S1,1,60,1,60,0,60,SV-41109(VN3)/KD-85X80L/TH8,1,60
BTV,FGL12,24302003,S80003,SONY TAIWAN LIMITED,INJITIOP,504848601,DIFFUSER PLATE (HRS 4L P3),RC1S1,1,60,1,60,0,60,SV-41109(VN3)/KD-85X80L/TH8,1,60
BTV,FGL12,24302003,080140,TOKOPAK SDN BHD,OUTJIT,504959502,"CUSHION, LOWER C (4L TGR)",RC1S1,1,60,1,60,0,60,SV-41109(VN3)/KD-85X80L/TH8,1,60
BTV,FGL12,24302003,080140,TOKOPAK SDN BHD,OUTJIT,504959901,"CUSHION, UPPER R (4L TGR)",RC1S1,1,60,1,60,0,60,SV-41109(VN3)/KD-85X80L/TH8,1,60
BTV,FGL12,24302003,005715,TOSIN PACKAGING (M) SDN BHD,OUTJITB,459648501,"BAG,PROTECTION PEHD(2400X1500)",RC1S1,1,60,1,60,0,60,SV-41109(VN3)/KD-85X80L/TH8,1,60
BTV,FGL12,24295005,313804,SONY ELECT OPERATIONS (CN) LTD,INJITIOP,503553801,REFLECTIVE SHEET (HRS 4L),RC1S1,1,384,1,384,0,384,SV-41109(VN3)/KD-85X80L/AZ1,1,384
BTV,FGL12,24295005,080140,TOKOPAK SDN BHD,OUTJIT,504959502,"CUSHION, LOWER C (4L TGR)",RC1S1,1,384,1,384,0,384,SV-41109(VN3)/KD-85X80L/AZ1,1,384
BTV,FGL12,24294006,080012,AUREUMAEX PRECISION PLASTICS M,INJIT,504040601,REAR COVER (4L HRS) A,RC1S1,1,179,1,179,0,179,SV-41109(VN3)/KD-85X80L/AF1,1,179
BTV,FGL12,24294006,080140,TOKOPAK SDN BHD,OUTJIT,504959701,"CUSHION, SIDE (4L TGR)",RC1S1,1,179,2,358,0,358,SV-41109(VN3)/KD-85X80L/AF1,1,179
BTV,FGL12,24294006,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,503442501,"CELL, PROTECTOR (4L TGR)",RC1S1,1,179,1,179,0,179,SV-41109(VN3)/KD-85X80L/AF1,1,179
BTV,FGL12,24294006,PA1005,MARUBUN/ARROW (S) PTE LTD,INJITILS,101711011,MOUNTED PWB LS BAR (EPH2 4L),RC1S3,1,179,16,2864,0,2864,SV-41109(VN3)/KD-85X80L/AF1,1,179
BTV,FGL12,24219005,PA1005,MARUBUN/ARROW (S) PTE LTD,INJITILS,101711011,MOUNTED PWB LS BAR (EPH2 4L),RC1S3,1,16,16,256,0,256,SV-41181(TW6)/KM-85X80L/TW6,1,16
BTV,FGL12,24219005,108035,AUO CORPORATION_SCM RM,ITCOCELL,101717112,LIQUID CRYSTAL ELEMENT(A85QVN),RCGS1,1,16,1,16,0,16,SV-41181(TW6)/KM-85X80L/TW6,1,16
BTV,FGL12,24217005,S80003,SONY TAIWAN LIMITED,INJITIOP,504848601,DIFFUSER PLATE (HRS 4L P3),RC1S1,1,60,1,60,0,60,SV-41109(VN3)/KD-85X80L/VN3,1,60
BTV,FGL14,23861013,080140,TOKOPAK SDN BHD,OUTJIT,502437701,"CUSHION, SIDE (SM LYX)",RC1S1,1,385,2,770,0,770,SV-41191(TW6)/KM-43X80L/TW6,1,385
BTV,FGL14,23861013,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,502471701,"CELL, PROTECTOR (SM LYX)",RC1S1,1,385,1,385,0,385,SV-41191(TW6)/KM-43X80L/TW6,1,385
BTV,FGL14,23861013,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,504799401,"CARTON, INDIVIDUAL (SM EPH2)",RC1S1,1,385,1,385,0,385,SV-41191(TW6)/KM-43X80L/TW6,1,385
BTV,FGL14,23861013,PA1005,MARUBUN/ARROW (S) PTE LTD,INJITILS,101013011,MOUNTED PWB LS BAR (PHN SM),RC1S3,1,385,5,1925,0,1925,SV-41191(TW6)/KM-43X80L/TW6,1,385
BTV,FGL14,23861013,108349,BOE TECH (HK) LTD_SCM RM,ITCOCELL,101410211,LIQUID CRYSTAL ELEMENT(B430QUB,RCGS1,1,385,1,385,0,385,SV-41191(TW6)/KM-43X80L/TW6,1,385
BTV,FGL14,23858012,PA1257,INABATA MALAYSIA SDN BHD,INJITIOP,503476901,MOP SHEET (EPH M),RC1S1,1,262,1,262,0,262,SV-41189(TW6)/KM-50X80L/TW6,1,262
BTV,FGL14,23858012,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,502212101,"CUSHION, LOWER (ML RIS)",RC1S1,1,262,1,262,0,262,SV-41189(TW6)/KM-50X80L/TW6,1,262
BTV,FGL14,23858012,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,502212303,"CUSHION, UPPER (ML RIS)",RC1S1,1,262,1,262,0,262,SV-41189(TW6)/KM-50X80L/TW6,1,262
BTV,FGL14,23858012,001504,FORMOSA PROSONIC INDUSTRIES BH,OUTJIT,504472811,STAND L (ML EPH2) A,RC1S1,1,262,1,262,0,262,SV-41189(TW6)/KM-50X80L/TW6,1,262
BTV,FGL14,23858012,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472440601,"ACC, POUCH",RC1S1,1,262,1,262,0,262,SV-41189(TW6)/KM-50X80L/TW6,1,262
BTV,FGL14,23833002,313804,SONY ELECT OPERATIONS (CN) LTD,INJITIOP,502576301,DIFFUSER PLATE (LYX SM),RC1S1,1,104,1,104,0,104,SV-41115(VN3)/KD-43X80L/UAF1,1,104
BTV,FGL14,23833002,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,502471701,"CELL, PROTECTOR (SM LYX)",RC1S1,1,104,1,104,0,104,SV-41115(VN3)/KD-43X80L/UAF1,1,104
BTV,FGL14,23833002,108349,BOE TECH (HK) LTD_SCM RM,ITCOCELL,101410211,LIQUID CRYSTAL ELEMENT(B430QUB,RCGS1,1,104,1,104,0,104,SV-41115(VN3)/KD-43X80L/UAF1,1,104
BTV,FGL14,23829003,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,503317901,BEZEL BT ASSY (ML EPH),RC1S1,1,12,1,12,0,12,SV-41113(VN3)/KD-50X80L/AF1,1,12
BTV,FGL14,23829003,PA1257,INABATA MALAYSIA SDN BHD,INJITIOP,503476901,MOP SHEET (EPH M),RC1S1,1,12,1,12,0,12,SV-41113(VN3)/KD-50X80L/AF1,1,12
BTV,FGL14,23829003,PA1005,MARUBUN/ARROW (S) PTE LTD,INJITILS,101326811,MOUNTED PWB LS BAR (EPH M),RC1S3,1,12,6,72,0,72,SV-41113(VN3)/KD-50X80L/AF1,1,12
BTV,FGL14,23824005,080124,BANGI PLASTICS SDN BHD,INJIT,503317741,BEZEL TP ASSY (ML EPH),RC1S1,1,214,1,214,0,214,SV-41113(VN3)/KD-50X80L/TH8,1,214
BTV,FGL14,23824005,080121,NISSHO PRECISION (MALAYSIA) SB,INJITIOP,502317101,FORMING REF. SHEET (PHN M),RC1S1,1,214,1,214,0,214,SV-41113(VN3)/KD-50X80L/TH8,1,214
BTV,FGL14,23824005,PA1257,INABATA MALAYSIA SDN BHD,INJITIOP,503476901,MOP SHEET (EPH M),RC1S1,1,214,1,214,0,214,SV-41113(VN3)/KD-50X80L/TH8,1,214
BTV,FGL14,23824005,005715,TOSIN PACKAGING (M) SDN BHD,OUTJITB,444772201,"BAG,PROTECTION PEHD(1500X1200)",RC1S1,1,214,1,214,0,214,SV-41113(VN3)/KD-50X80L/TH8,1,214
BTV,FGL14,23823013,003010,KAWAGUCHI MFG. SDN BHD,INJITI,502338314,REAR COVER ASSY (SM LYX),RC1S1,1,267,1,267,0,267,SV-41115(VN3)/KD-43X80L/VN3,1,267
BTV,FGL14,23823013,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,502471701,"CELL, PROTECTOR (SM LYX)",RC1S1,1,267,1,267,0,267,SV-41115(VN3)/KD-43X80L/VN3,1,267
BTV,FGL14,23590058,PR0162,KEIN HING INDUSTRY SDN BHD,INJIT,503318012,BACK CHASSIS ASSY (SM EPH),RC1S1,1,528,1,528,0,528,P-MOD (YSCM043CCO01),1,528
BTV,FGL14,23590058,080140,TOKOPAK SDN BHD,OUTJIT,502291301,"CUSHION,LOW LFT PMOD (SM PHN)",RC1S1,1,528,0.125,66,0,66,P-MOD (YSCM043CCO01),1,528
BTV,FGL14,23590058,080140,TOKOPAK SDN BHD,OUTJIT,502291401,"CUSHION,UPP RGT PMOD (SM PHN)",RC1S1,1,528,0.125,66,0,66,P-MOD (YSCM043CCO01),1,528
BTV,FGL14,23590058,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,502397201,"LAYER PAD B, PMOD (SM LYX)",RC1S1,1,528,0.0625,33,0,33,P-MOD (YSCM043CCO01),1,528
BTV,FGL14,23590058,PA1005,MARUBUN/ARROW (S) PTE LTD,INJITILS,101013011,MOUNTED PWB LS BAR (PHN SM),RC1S3,1,528,5,2640,0,2640,P-MOD (YSCM043CCO01),1,528
BTV,FGL14,23590057,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,502396801,"CTN,PMOD (SM LYX)",RC1S1,1,528,0.125,66,0,66,P-MOD (YSCM043CCO01),1,528
BTV,FGL14,23590057,PA1005,MARUBUN/ARROW (S) PTE LTD,INJITILS,101013011,MOUNTED PWB LS BAR (PHN SM),RC1S3,1,528,5,2640,0,2640,P-MOD (YSCM043CCO01),1,528
BTV,FGL14,23590054,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,502547301,"EPE, BLK PMOD (SM_ML PHN)",RC1S1,1,528,0.25,132,0,132,P-MOD (YSCM043CCO01),1,528
BTV,FGL14,23590053,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,503317801,BEZEL BT ASSY (SM EPH),RC1S1,1,544,1,544,0,544,P-MOD (YSCM043CCO01),1,544
BTV,FGL14,23590053,080140,TOKOPAK SDN BHD,OUTJIT,502291701,"CUSHION,SIDE CTR PMOD (SM PHN)",RC1S1,1,544,0.25,136,0,136,P-MOD (YSCM043CCO01),1,544
BTV,FGL14,23590052,313804,SONY ELECT OPERATIONS (CN) LTD,INJITIOP,502576301,DIFFUSER PLATE (LYX SM),RC1S1,1,544,1,544,0,544,P-MOD (YSCM043CCO01),1,544
BTV,FGL14,23590052,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,502397101,"LAYER PAD A, PMOD (SM LYX)",RC1S1,1,544,0.0625,34,6,28,P-MOD (YSCM043CCO01),1,544
BTV,FGL14,22971020,005715,TOSIN PACKAGING (M) SDN BHD,OUTJITB,444772201,"BAG,PROTECTION PEHD(1500X1200)",RC1S1,1,71,1,71,0,71,SV-40202(TW6)/KM-50X85K/TW6,1,71
BTV,FGL14,22404012,080121,NISSHO PRECISION (MALAYSIA) SB,INJITIOP,502317101,FORMING REF. SHEET (PHN M),RC1S1,1,78,1,78,0,78,SV-40045(VN3)/KD-50X81DK/VN3,1,78
BTV,FGL14,22404012,S80003,SONY TAIWAN LIMITED,INJITIOP,502576201,DIFFUSER PLATE (RIS M),RC1S1,1,78,1,78,0,78,SV-40045(VN3)/KD-50X81DK/VN3,1,78
BTV,FGL14,22404012,PA1257,INABATA MALAYSIA SDN BHD,INJITIOP,503476901,MOP SHEET (EPH M),RC1S1,1,78,1,78,0,78,SV-40045(VN3)/KD-50X81DK/VN3,1,78
BTV,FGL14,22404012,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,502212101,"CUSHION, LOWER (ML RIS)",RC1S1,1,78,1,78,0,78,SV-40045(VN3)/KD-50X81DK/VN3,1,78
BTV,FGL14,22404012,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,502212303,"CUSHION, UPPER (ML RIS)",RC1S1,1,78,1,78,0,78,SV-40045(VN3)/KD-50X81DK/VN3,1,78
BTV,FGL14,22404012,108294,INNOLUX CORPORATION_SCM RM,ITCOCELL,101413211,LIQUID CRYSTAL ELEMENT(I500DJ7,RCGS1,1,78,1,78,0,78,SV-40045(VN3)/KD-50X81DK/VN3,1,78
BTV,FGL14,22389062,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,502212303,"CUSHION, UPPER (ML RIS)",RC1S1,1,167,1,167,0,167,SV-40044(VN3)/KD-50X80K/VN3,1,167
BTV,FGL14,22389062,PA1005,MARUBUN/ARROW (S) PTE LTD,INJITILS,101326811,MOUNTED PWB LS BAR (EPH M),RC1S3,1,167,6,1002,0,1002,SV-40044(VN3)/KD-50X80K/VN3,1,167
BTV,FGL14,22379069,080140,TOKOPAK SDN BHD,OUTJIT,502437701,"CUSHION, SIDE (SM LYX)",RC1S1,1,384,2,768,0,768,SV-40047(VN3)/KD-43X80K/VN3,1,384
BTV,FGL14,22255090,PA1257,INABATA MALAYSIA SDN BHD,INJITIOP,503476901,MOP SHEET (EPH M),RC1S1,1,208,1,208,0,208,P-MOD (YSCM050CCN01),1,208
BTV,FGL14,22255090,080140,TOKOPAK SDN BHD,OUTJIT,502291501,"CUSHION,UPP LFT PMOD (SM PHN)",RC1S1,1,208,0.125,26,0,26,P-MOD (YSCM050CCN01),1,208
BTV,FGL14,22255090,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,502397701,"CTN,PMOD (M LYX)",RC1S1,1,208,0.125,26,0,26,P-MOD (YSCM050CCN01),1,208
BTV,FGL14,22255090,PA1005,MARUBUN/ARROW (S) PTE LTD,INJITILS,101326811,MOUNTED PWB LS BAR (EPH M),RC1S3,1,208,6,1248,0,1248,P-MOD (YSCM050CCN01),1,208
BTV,FGL14,22255089,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472419601,DESSICANT(50G,RC1S1,1,688,1,688,0,688,P-MOD (YSCM050CCN01),1,688
BTV,FGL14,22255089,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,502547301,"EPE, BLK PMOD (SM_ML PHN)",RC1S1,1,688,0.25,172,0,172,P-MOD (YSCM050CCN01),1,688
BTV,FGL16,23590055,005101,RYOKA (MALAYSIA) SDN BHD,INJIT,503317611,BEZEL TP ASSY (SM EPH),RC1S1,1,560,1,560,0,560,P-MOD (YSCM043CCO01),1,560
BTV,FGL16,23590055,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,503317801,BEZEL BT ASSY (SM EPH),RC1S1,1,560,1,560,0,560,P-MOD (YSCM043CCO01),1,560
BTV,FGL16,23590055,PA1257,INABATA MALAYSIA SDN BHD,INJITIOP,502399601,PRISM ON PRISM (LYX SM),RC1S1,1,560,1,560,0,560,P-MOD (YSCM043CCO01),1,560
BTV,FGL16,23590051,080140,TOKOPAK SDN BHD,OUTJIT,502291601,"CUSHION,UPP CTR PMOD (SM PHN)",RC1S1,1,560,0.125,70,50,20,P-MOD (YSCM043CCO01),1,560
BTV,FGL16,23590051,108349,BOE TECH (HK) LTD_SCM RM,ITCOCELL,101410211,LIQUID CRYSTAL ELEMENT(B430QUB,RCGS1,1,560,1,560,211,349,P-MOD (YSCM043CCO01),1,560
BTV,FGL16,22970021,313804,SONY ELECT OPERATIONS (CN) LTD,INJITIOP,502576301,DIFFUSER PLATE (LYX SM),RC1S1,1,192,1,192,0,192,SV-40203(TW6)/KM-43X85K/TW6,1,192
BTV,FGL16,22379070,003010,KAWAGUCHI MFG. SDN BHD,INJITI,502338314,REAR COVER ASSY (SM LYX),RC1S1,1,120,1,120,0,120,SV-40047(VN3)/KD-43X80K/VN3,1,120
BTV,FGL16,22379070,080140,TOKOPAK SDN BHD,OUTJIT,502437701,"CUSHION, SIDE (SM LYX)",RC1S1,1,120,2,240,0,240,SV-40047(VN3)/KD-43X80K/VN3,1,120
BTV,FGL16,22256101,PA1257,INABATA MALAYSIA SDN BHD,INJITIOP,502399601,PRISM ON PRISM (LYX SM),RC1S1,1,480,1,480,0,480,P-MOD (YSCM043CCO01),1,480
BTV,FGL16,22256100,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,503317801,BEZEL BT ASSY (SM EPH),RC1S1,1,496,1,496,0,496,P-MOD (YSCM043CCO01),1,496
BTV,FGL16,22256100,PA1086,ELEMATEC SINGAPORE (PTE) LTD,INJITIOP,502577711,REFLECTIVE POLARIZER (LYX SM),RC1S1,1,496,1,496,0,496,P-MOD (YSCM043CCO01),1,496
BTV,FGL16,22256100,080140,TOKOPAK SDN BHD,OUTJIT,502291201,"CUSHION,LOW RGT PMOD (SM PHN)",RC1S1,1,496,0.125,62,0,62,P-MOD (YSCM043CCO01),1,496
BTV,FGL16,22256100,080140,TOKOPAK SDN BHD,OUTJIT,502291701,"CUSHION,SIDE CTR PMOD (SM PHN)",RC1S1,1,496,0.25,124,0,124,P-MOD (YSCM043CCO01),1,496
BTV,FGL23,24152003,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,502503621,"BAG, PRO PEHD",RC1S1,1,220,1,220,0,220,P-MOD (YDCM055UNG01)(SVC),1,220
BTV,FGL23,24152003,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503528901,"OUTER CTN, PMOD (L SEP)",RC1S1,1,220,0.0455,10,0,10,P-MOD (YDCM055UNG01)(SVC),1,220
BTV,FGL23,22411440,080140,TOKOPAK SDN BHD,OUTJIT,503524701,"CUSH, UPP CTR PMOD (L SEP)",RC1S1,1,176,0.0909,16,0,16,P-MOD (YDCM055UNG01),1,176
BTV,FGL23,22411440,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503528701,"CTN, PMOD (L SEP)",RC1S1,1,176,0.0909,16,0,16,P-MOD (YDCM055UNG01),1,176
BTV,FGL23,22411440,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503528901,"OUTER CTN, PMOD (L SEP)",RC1S1,1,176,0.0455,8,0,8,P-MOD (YDCM055UNG01),1,176
BTV,FGL23,22411439,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503671501,"PILLAR, CORNER (SEP)",RC1S1,1,440,0.1818,80,0,80,P-MOD (YDCM055UNG01),1,440
BTV,FGL23,22411438,080140,TOKOPAK SDN BHD,OUTJIT,503525101,"CUSH, LOW RGT PMOD (L SEP)",RC1S1,1,462,0.0909,42,0,42,P-MOD (YDCM055UNG01),1,462
BTV,FGL23,22411438,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,502503621,"BAG, PRO PEHD",RC1S1,1,462,1,462,0,462,P-MOD (YDCM055UNG01),1,462
BTV,FGL24,23808018,080140,TOKOPAK SDN BHD,OUTJIT,503524701,"CUSH, UPP CTR PMOD (L SEP)",RC1S1,1,330,0.0909,30,0,30,P-MOD (YDCM065UNG01),1,330
BTV,FGL24,23808018,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,502503631,"BAG, PRO PEHD",RC1S1,1,330,1,330,0,330,P-MOD (YDCM065UNG01),1,330
BTV,FGL24,23808017,080140,TOKOPAK SDN BHD,OUTJIT,503524901,"CUSH, SIDE CTR PMOD (2L SEP)",RC1S1,1,506,0.1818,92,0,92,P-MOD (YDCM065UNG01),1,506
BTV,FGL24,23808016,080140,TOKOPAK SDN BHD,OUTJIT,503524501,"CUSH, UPP LFT PMOD (L SEP)",RC1S1,1,440,0.0909,40,0,40,P-MOD (YDCM065UNG01),1,440
BTV,FGL24,23808016,080140,TOKOPAK SDN BHD,OUTJIT,503525101,"CUSH, LOW RGT PMOD (L SEP)",RC1S1,1,440,0.0909,40,0,40,P-MOD (YDCM065UNG01),1,440
BTV,FGL24,23808016,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503671511,"PILLAR, CORNER (SEP)",RC1S1,1,440,0.1818,80,0,80,P-MOD (YDCM065UNG01),1,440
BTV,FGL24,23808015,080148,DAI SUWON PACKAGING SDN BHD,OUTJIT,503816402,"CUSHION, SP (SEP)",RC1S1,1,330,2,660,0,660,P-MOD (YDCM065UNG01),1,330
BTV,FGL24,23808015,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472419601,DESSICANT(50G,RC1S1,1,330,2,660,0,660,P-MOD (YDCM065UNG01),1,330
BTV,FGL24,23808014,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503671511,"PILLAR, CORNER (SEP)",RC1S1,1,220,0.1818,40,0,40,P-MOD (YDCM065UNG01),1,220
BTV,FGL24,23808012,313804,SONY ELECT OPERATIONS (CN) LTD,OUTJITI,469459011,BAG PROTECTION P-MOD (PUC),RC1S1,1,330,0.0455,15,0,15,P-MOD (YDCM065UNG01),1,330
BTV,FGL24,22411442,080140,TOKOPAK SDN BHD,OUTJIT,503525101,"CUSH, LOW RGT PMOD (L SEP)",RC1S1,1,22,0.0909,2,0,2,P-MOD (YDCM055UNG01),1,22
BTV,FGL24,22411442,080148,DAI SUWON PACKAGING SDN BHD,OUTJIT,503816402,"CUSHION, SP (SEP)",RC1S1,1,22,2,44,0,44,P-MOD (YDCM055UNG01),1,22
BTV,FGL24,22411442,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503528901,"OUTER CTN, PMOD (L SEP)",RC1S1,1,22,0.0455,1,0,1,P-MOD (YDCM055UNG01),1,22
BTV,FGL24,22411441,080140,TOKOPAK SDN BHD,OUTJIT,503524801,"CUSH, SIDE CTR PMOD (L SEP)",RC1S1,1,352,0.1818,64,0,64,P-MOD (YDCM055UNG01),1,352
BTV,FGL24,22411441,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472419601,DESSICANT(50G,RC1S1,1,352,2,704,0,704,P-MOD (YDCM055UNG01),1,352
BTV,FGL32,24203005,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472419601,DESSICANT(50G,RC1S1,1,286,2,572,0,572,P-MOD(YDDO065UND01),1,286
BTV,FGL32,24203005,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503671511,"PILLAR, CORNER (SEP)",RC1S1,1,286,0.2727,78,0,78,P-MOD(YDDO065UND01),1,286
BTV,FGL32,24201011,313804,SONY ELECT OPERATIONS (CN) LTD,OUTJITI,469459001,BAG PROTECTION P-MOD (PUC),RC1S1,1,132,0.0455,6,0,6,P-MOD(YDDO055UND01),1,132
BTV,LG23,24432083,S85033,SONY CORPORATION,ITCOCELL,101495251,OLED ELEMENT(L55PQL),RCGS1,1,94,1,94,0,94,LCM 55 ASSY,1,94
BTV,LG23,22412651,080145,YH PRECISION (M) SDN BHD,INJIT,503356601,BACK COVER (L SEP) A,RC1S1,1,176,1,176,0,176,LCM 55 ASSY,1,176
BTV,LG23,22412651,S85033,SONY CORPORATION,ITCOCELL,101495211,OLED ELEMENT(L55PQL),RCGS1,1,176,1,176,0,176,LCM 55 ASSY,1,176
BTV,LG23,22412650,S85033,SONY CORPORATION,ITCOCELL,101495211,OLED ELEMENT(L55PQL),RCGS1,1,440,1,440,0,440,LCM 55 ASSY,1,440
BTV,LG23,22412649,S85033,SONY CORPORATION,ITCOCELL,101495211,OLED ELEMENT(L55PQL),RCGS1,1,462,1,39,0,39,LCM 55 ASSY,424,462
BTV,LG24,23807021,S85033,SONY CORPORATION,ITCOCELL,101677411,OLED ELEMENT(L65PQL),RCGS1,1,330,1,330,0,330,LCM 65 ASSY,1,330
BTV,LG24,23807019,S85034,SSCS (M) SDN BHD,INJITI,503356802,BACK COVER (2L SEP) A,RC1S1,1,330,1,330,0,330,LCM 65 ASSY,1,330
BTV,LG24,23807019,S85033,SONY CORPORATION,OCELLTCON,101677511,MOUNTED PWB E-T-CON (65),RC1S3,1,330,1,330,0,330,LCM 65 ASSY,1,330
BTV,LG24,23807018,S85034,SSCS (M) SDN BHD,INJITI,503356802,BACK COVER (2L SEP) A,RC1S1,1,330,1,330,0,330,LCM 65 ASSY,1,330
BTV,LG24,23807018,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,502503631,"BAG, PRO PEHD",RC1S1,1,330,1,330,0,330,LCM 65 ASSY,1,330
BTV,LG24,23807018,S85033,SONY CORPORATION,OCELLTCON,101677511,MOUNTED PWB E-T-CON (65),RC1S3,1,330,1,330,0,330,LCM 65 ASSY,1,330
BTV,LG24,22412653,080145,YH PRECISION (M) SDN BHD,INJIT,503356601,BACK COVER (L SEP) A,RC1S1,1,22,1,22,0,22,LCM 55 ASSY,1,22
BTV,LG32,24204005,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,504461401,BEZEL BTM (2L MLB) A,RC1S1,1,60,1,60,0,60,"LCM, 65 ASSY",1,60
BTV,FFL08,24561003,080140,TOKOPAK SDN BHD,OUTJIT,504892501,CUSHION SIDE (SM PHNM),RC1S1,1,25,2,50,0,50,SV-41566(J1)/KJ-43X75WL/J1,1,25
BTV,FFL08,24561003,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,504875601,"CARTON, INDIVIDUAL (SM PHNM)",RC1S1,1,25,1,25,0,25,SV-41566(J1)/KJ-43X75WL/J1,1,25
BTV,FFL08,24560003,080124,BANGI PLASTICS SDN BHD,INJIT,504591211,REAR COVER ASSY (ML PHNM),RC1S1,1,30,1,30,0,30,SV-41565(J1)/KJ-50X75WL/J1,1,30
BTV,FFL08,24560003,080156,DYNAPAC GF (MALAYSIA) SDN BHD,OUTJITC,504875401,"CARTON, INDIVIDUAL (ML PHNM)",RC1S1,1,30,1,30,0,30,SV-41565(J1)/KJ-50X75WL/J1,1,30
BTV,FFL08,24560002,108349,BOE TECH (HK) LTD_SCM RM,PANELTV,101690011,LCD PANEL(B50WQ1),RCFS1,1,20,1,20,0,20,SV-41565(J1)/KJ-50X75WL/J1,1,20
